Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"Wormwood Street, Liverpool Street","Sidney Street, Stepney","Wormwood Street, Liverpool Street to Sidney Street, Stepney",5,11,13,11,7,3,3,0,53
"Whitehall Place, Strand","Broadwick Street, Soho","Whitehall Place, Strand to Broadwick Street, Soho",3,14,16,13,3,2,2,0,53
"Vauxhall Cross, Vauxhall","Bedford Way, Bloomsbury","Vauxhall Cross, Vauxhall to Bedford Way, Bloomsbury",0,9,8,9,8,8,11,0,53
"Pitfield Street Central, Hoxton","Torrens Street, Angel","Pitfield Street Central, Hoxton to Torrens Street, Angel",1,13,15,7,5,4,7,1,53
"Southampton Street, Strand","Clerkenwell Green, Clerkenwell","Southampton Street, Strand to Clerkenwell Green, Clerkenwell",2,8,13,4,11,12,3,0,53
"New Cavendish Street, Marylebone","Paddington Street, Marylebone","New Cavendish Street, Marylebone to Paddington Street, Marylebone",6,9,11,15,5,3,3,1,53
"Shoreditch High Street, Shoreditch","Wardour Street, Soho","Shoreditch High Street, Shoreditch to Wardour Street, Soho",3,20,16,7,5,0,2,0,53
"Red Lion Street, Holborn","Earnshaw Street , Covent Garden","Red Lion Street, Holborn to Earnshaw Street , Covent Garden",5,10,10,8,5,6,8,1,53
"King Edward Walk, Waterloo","Kennington Cross, Kennington","King Edward Walk, Waterloo to Kennington Cross, Kennington",4,6,21,13,0,4,5,0,53
"Denyer Street, Knightsbridge","Old Brompton Road, South Kensington","Denyer Street, Knightsbridge to Old Brompton Road, South Kensington",7,6,11,10,3,12,4,0,53
"Pall Mall East, West End","Concert Hall Approach 1, South Bank","Pall Mall East, West End to Concert Hall Approach 1, South Bank",7,21,8,8,0,6,3,0,53
"Hinde Street, Marylebone","Edgware Road Station, Paddington","Hinde Street, Marylebone to Edgware Road Station, Paddington",7,21,11,4,2,2,6,0,53
"Portland Place, Marylebone","Broadcasting House, Marylebone","Portland Place, Marylebone to Broadcasting House, Marylebone",7,10,10,7,5,5,9,0,53
"Long Lane , Bermondsey","Finsbury Circus, Liverpool Street","Long Lane , Bermondsey to Finsbury Circus, Liverpool Street",2,10,7,11,8,1,14,0,53
"Westminster Bridge Road, Elephant & Castle","Stonecutter Street, Holborn","Westminster Bridge Road, Elephant & Castle to Stonecutter Street, Holborn",9,14,16,8,3,2,1,0,53
"Canton Street, Poplar","Burdett Road, Mile End","Canton Street, Poplar to Burdett Road, Mile End",9,7,12,8,8,4,5,0,53
"St. Chad's Street, King's Cross","Godliman Street, St. Paul's","St. Chad's Street, King's Cross to Godliman Street, St. Paul's",5,7,17,11,8,4,1,0,53
"Holborn Circus, Holborn","Sardinia Street, Holborn","Holborn Circus, Holborn to Sardinia Street, Holborn",1,6,11,7,16,3,7,2,53
"Emperor's Gate, South Kensington","Bramham Gardens, Earl's Court","Emperor's Gate, South Kensington to Bramham Gardens, Earl's Court",2,10,9,6,4,11,11,0,53
"Wright's Lane, Kensington","Westfield Library Corner, Shepherd's Bush","Wright's Lane, Kensington to Westfield Library Corner, Shepherd's Bush",5,14,6,9,8,3,8,0,53
"Whiteley's, Bayswater","Hereford Road, Bayswater","Whiteley's, Bayswater to Hereford Road, Bayswater",3,4,11,10,9,8,8,0,53
"Hinde Street, Marylebone","Hatton Wall, Holborn","Hinde Street, Marylebone to Hatton Wall, Holborn",1,8,12,12,10,8,2,0,53
"Turquoise Island, Notting Hill","Winsland Street, Paddington","Turquoise Island, Notting Hill to Winsland Street, Paddington",5,14,15,2,9,4,4,0,53
"Vauxhall Cross, Vauxhall","Lambeth Road, Vauxhall","Vauxhall Cross, Vauxhall to Lambeth Road, Vauxhall",1,22,6,8,9,5,1,1,53
"Portland Place, Marylebone","Charlotte Street, Fitzrovia","Portland Place, Marylebone to Charlotte Street, Fitzrovia",3,10,7,12,7,7,7,0,53
"Old Street Station, St. Luke's","Southampton Street, Strand","Old Street Station, St. Luke's to Southampton Street, Strand",7,13,14,9,5,4,1,0,53
"St. Luke's Church, Chelsea","Montpelier Street, Knightsbridge","St. Luke's Church, Chelsea to Montpelier Street, Knightsbridge",2,16,9,11,3,9,3,0,53
"Bell Lane, Liverpool Street","New Inn Yard, Shoreditch","Bell Lane, Liverpool Street to New Inn Yard, Shoreditch",7,10,10,8,12,5,0,1,53
"Pall Mall East, West End","Red Lion Street, Holborn","Pall Mall East, West End to Red Lion Street, Holborn",5,13,10,6,5,7,7,0,53
"Queen's Gate (Central), South Kensington","Collingham Gardens, Earl's Court","Queen's Gate (Central), South Kensington to Collingham Gardens, Earl's Court",3,7,13,9,7,5,9,0,53
"Wansey Street, Walworth","Fishermans Walk West, Canary Wharf","Wansey Street, Walworth to Fishermans Walk West, Canary Wharf",1,5,5,8,8,7,18,1,53
"Finsbury Library , Finsbury","Stepney Green Station, Stepney","Finsbury Library , Finsbury to Stepney Green Station, Stepney",1,3,2,16,12,8,11,0,53
"Bank of England Museum, Bank","Tower Gardens , Tower","Bank of England Museum, Bank to Tower Gardens , Tower",4,16,10,8,3,1,8,3,53
"Nutford Place, Marylebone","Bayswater Road, Hyde Park","Nutford Place, Marylebone to Bayswater Road, Hyde Park",5,30,7,4,0,4,3,0,53
"Queen's Gate (South), South Kensington","Nevern Place, Earl's Court","Queen's Gate (South), South Kensington to Nevern Place, Earl's Court",4,17,17,8,3,2,1,1,53
"Northdown Street, King's Cross","Portland Place, Marylebone","Northdown Street, King's Cross to Portland Place, Marylebone",0,16,9,6,0,9,12,1,53
"Warwick Avenue Station, Maida Vale","Harrowby Street, Marylebone","Warwick Avenue Station, Maida Vale to Harrowby Street, Marylebone",3,8,15,7,7,9,4,0,53
"Crosswall, Tower","Torrens Street, Angel","Crosswall, Tower to Torrens Street, Angel",3,6,10,13,6,5,10,0,53
"Craven Street, Strand","Leman Street, Aldgate","Craven Street, Strand to Leman Street, Aldgate",5,7,10,7,13,2,9,0,53
"Great Marlborough Street, Soho","Endsleigh Gardens, Euston","Great Marlborough Street, Soho to Endsleigh Gardens, Euston",0,10,6,14,15,5,3,0,53
"Columbia Road, Weavers","Stonecutter Street, Holborn","Columbia Road, Weavers to Stonecutter Street, Holborn",9,10,8,4,12,9,1,0,53
"Black Prince Road, Vauxhall","Hampton Street, Walworth","Black Prince Road, Vauxhall to Hampton Street, Walworth",5,11,12,4,10,9,2,0,53
"Paddington Street, Marylebone","The Tennis Courts, Regent's Park","Paddington Street, Marylebone to The Tennis Courts, Regent's Park",6,15,20,6,4,0,2,0,53
"Hermitage Court, Wapping","Wapping High Street, Wapping","Hermitage Court, Wapping to Wapping High Street, Wapping",1,10,11,6,4,12,8,1,53
"Cheshire Street, Bethnal Green","Old Montague Street, Whitechapel","Cheshire Street, Bethnal Green to Old Montague Street, Whitechapel",3,9,5,13,9,11,3,0,53
"Belgrave Square, Belgravia","Sedding Street, Sloane Square","Belgrave Square, Belgravia to Sedding Street, Sloane Square",1,6,13,13,10,4,6,0,53
"Tavistock Street, Covent Garden","Breams Buildings, Holborn","Tavistock Street, Covent Garden to Breams Buildings, Holborn",3,6,10,9,7,10,7,1,53
"Crinan Street, King's Cross","Brunswick Square, Bloomsbury","Crinan Street, King's Cross to Brunswick Square, Bloomsbury",4,12,8,9,5,6,9,0,53
"Harford Street, Mile End","Coborn Street, Mile End","Harford Street, Mile End to Coborn Street, Mile End",3,9,17,3,8,7,6,0,53
"Wellington Row, Bethnal Green","Pitfield Street (North),Hoxton","Wellington Row, Bethnal Green to Pitfield Street (North),Hoxton",0,6,6,22,5,4,7,3,53
"Drummond Street , Euston","Snow Hill, Farringdon","Drummond Street , Euston to Snow Hill, Farringdon",1,4,18,7,6,8,9,0,53
"Notting Hill Gate Station, Notting Hill","South Kensington Station, South Kensington","Notting Hill Gate Station, Notting Hill to South Kensington Station, South Kensington",7,9,17,6,7,3,4,0,53
"Hampstead Road, Euston","Wormwood Street, Liverpool Street","Hampstead Road, Euston to Wormwood Street, Liverpool Street",2,11,7,14,12,3,4,0,53
"Grove End Road, St. John's Wood","Castlehaven Road, Camden Town","Grove End Road, St. John's Wood to Castlehaven Road, Camden Town",2,17,16,5,6,5,2,0,53
"Moor Street, Soho","Queen Mother Sports Centre, Victoria","Moor Street, Soho to Queen Mother Sports Centre, Victoria",6,10,8,9,8,6,6,0,53
"Godliman Street, St. Paul's","Reardon Street, Wapping","Godliman Street, St. Paul's to Reardon Street, Wapping",4,12,8,10,7,5,7,0,53
"Abbey Orchard Street, Westminster","Southampton Street, Strand","Abbey Orchard Street, Westminster to Southampton Street, Strand",3,16,9,8,6,9,2,0,53
"Abingdon Green, Great College Street","Albert Embankment, Vauxhall","Abingdon Green, Great College Street to Albert Embankment, Vauxhall",8,8,20,4,6,2,5,0,53
"Snow Hill, Farringdon","Red Lion Street, Holborn","Snow Hill, Farringdon to Red Lion Street, Holborn",1,9,5,5,11,11,10,1,53
"Pitfield Street (North),Hoxton","Pitfield Street Central, Hoxton","Pitfield Street (North),Hoxton to Pitfield Street Central, Hoxton",1,7,8,15,9,5,8,0,53
"Burdett Road, Mile End","Aston Street, Stepney","Burdett Road, Mile End to Aston Street, Stepney",5,14,15,5,5,6,3,0,53
"Belgrave Square, Belgravia","Montpelier Street, Knightsbridge","Belgrave Square, Belgravia to Montpelier Street, Knightsbridge",1,20,6,13,8,3,2,0,53
"Godliman Street, St. Paul's","Great Dover Street, Borough","Godliman Street, St. Paul's to Great Dover Street, Borough",2,9,2,15,9,6,10,0,53
"Malet Street, Bloomsbury","Chapel Place, Marylebone","Malet Street, Bloomsbury to Chapel Place, Marylebone",2,9,11,7,10,9,4,1,53
"William IV Street, Strand","Golden Square, Soho","William IV Street, Strand to Golden Square, Soho",4,13,12,4,5,7,8,0,53
"Cephas Street, Bethnal Green","Tower Gardens , Tower","Cephas Street, Bethnal Green to Tower Gardens , Tower",3,15,19,15,1,0,0,0,53
"Godliman Street, St. Paul's","Fore Street, Guildhall","Godliman Street, St. Paul's to Fore Street, Guildhall",6,7,11,4,7,5,13,0,53
"Little Argyll Street, West End","Cartwright Gardens , Bloomsbury","Little Argyll Street, West End to Cartwright Gardens , Bloomsbury",3,6,9,9,12,10,4,0,53
"Exhibition Road, South Kensington","Seville Street, Knightsbridge","Exhibition Road, South Kensington to Seville Street, Knightsbridge",6,5,11,10,8,10,3,0,53
"Goldsmiths Row, Haggerston","Stonecutter Street, Holborn","Goldsmiths Row, Haggerston to Stonecutter Street, Holborn",7,18,15,5,5,0,3,0,53
"Albert Gate, Hyde Park","North Audley Street, Mayfair","Albert Gate, Hyde Park to North Audley Street, Mayfair",1,9,12,7,2,9,12,1,53
"Whiston Road, Haggerston","Soho Square , Soho","Whiston Road, Haggerston to Soho Square , Soho",9,6,14,8,8,7,1,0,53
"Ontario Street, Elephant & Castle","Great Marlborough Street, Soho","Ontario Street, Elephant & Castle to Great Marlborough Street, Soho",0,3,3,9,10,13,14,1,53
"Panton Street, West End","Kennington Cross, Kennington","Panton Street, West End to Kennington Cross, Kennington",7,4,13,11,5,7,5,1,53
"Southampton Place, Holborn","Woodstock Street, Mayfair","Southampton Place, Holborn to Woodstock Street, Mayfair",8,13,7,11,8,4,2,0,53
"Pott Street, Bethnal Green","Harford Street, Mile End","Pott Street, Bethnal Green to Harford Street, Mile End",0,12,17,6,8,4,5,1,53
"Serpentine Car Park, Hyde Park","Seville Street, Knightsbridge","Serpentine Car Park, Hyde Park to Seville Street, Knightsbridge",8,20,12,8,2,1,2,0,53
"Clerkenwell Green, Clerkenwell","Southampton Place, Holborn","Clerkenwell Green, Clerkenwell to Southampton Place, Holborn",4,9,14,5,10,5,5,1,53
"Waterloo Station 3, Waterloo","Webber Street , Southwark","Waterloo Station 3, Waterloo to Webber Street , Southwark",3,13,10,4,7,5,9,2,53
"Queen Street, Bank","Earnshaw Street , Covent Garden","Queen Street, Bank to Earnshaw Street , Covent Garden",3,14,15,4,5,3,9,0,53
"Endsleigh Gardens, Euston","St. Chad's Street, King's Cross","Endsleigh Gardens, Euston to St. Chad's Street, King's Cross",1,15,6,9,12,9,1,0,53
"Wellington Street , Strand","Alfred Place, Bloomsbury","Wellington Street , Strand to Alfred Place, Bloomsbury",4,9,9,10,7,7,7,0,53
"Greycoat Street , Westminster","British Museum, Bloomsbury","Greycoat Street , Westminster to British Museum, Bloomsbury",2,4,8,12,9,8,10,0,53
"Milroy Walk, South Bank","Queen Victoria Street, St. Paul's","Milroy Walk, South Bank to Queen Victoria Street, St. Paul's",8,3,6,16,10,4,6,0,53
"Borough High Street, The Borough","Vincent Square, Westminster","Borough High Street, The Borough to Vincent Square, Westminster",3,12,7,8,8,3,11,1,53
"Southwick Street, Paddington","Portman Square, Marylebone","Southwick Street, Paddington to Portman Square, Marylebone",2,9,11,10,8,11,1,1,53
"Cotton Garden Estate, Kennington","Gloucester Street, Pimlico","Cotton Garden Estate, Kennington to Gloucester Street, Pimlico",1,9,8,11,10,4,8,2,53
"Waterloo Station 3, Waterloo","Falkirk Street, Hoxton","Waterloo Station 3, Waterloo to Falkirk Street, Hoxton",2,10,17,13,7,4,0,0,53
"Portman Square, Marylebone","Ilchester Gardens, Bayswater","Portman Square, Marylebone to Ilchester Gardens, Bayswater",5,7,8,10,12,2,8,1,53
"St. Mary and St. Michael Church, Stepney","Brushfield Street, Liverpool Street","St. Mary and St. Michael Church, Stepney to Brushfield Street, Liverpool Street",1,15,10,10,12,4,1,0,53
"Pall Mall East, West End","Speakers' Corner 2, Hyde Park","Pall Mall East, West End to Speakers' Corner 2, Hyde Park",3,13,17,5,7,6,2,0,53
"Newgate Street , St. Paul's","Tanner Street, Bermondsey","Newgate Street , St. Paul's to Tanner Street, Bermondsey",4,5,14,5,9,7,8,1,53
"Wood Street, Guildhall","Museum of London, Barbican","Wood Street, Guildhall to Museum of London, Barbican",3,7,9,6,10,7,11,0,53
"The Tennis Courts, Regent's Park","Wellington Road, St. John's Wood","The Tennis Courts, Regent's Park to Wellington Road, St. John's Wood",5,13,16,10,5,2,1,1,53
"Kennington Station, Kennington","Belvedere Road, South Bank","Kennington Station, Kennington to Belvedere Road, South Bank",3,12,20,10,3,4,0,1,53
"Ampton Street , Clerkenwell","Wardour Street, Soho","Ampton Street , Clerkenwell to Wardour Street, Soho",7,20,10,4,7,2,3,0,53
"Union Street, The Borough","Great Titchfield Street, Fitzrovia","Union Street, The Borough to Great Titchfield Street, Fitzrovia",5,6,11,10,8,5,8,0,53
"Macclesfield Rd, St Lukes","Hardwick Street, Clerkenwell","Macclesfield Rd, St Lukes to Hardwick Street, Clerkenwell",1,16,6,8,6,3,13,0,53
"Hinde Street, Marylebone","Portland Place, Marylebone","Hinde Street, Marylebone to Portland Place, Marylebone",1,18,11,12,4,4,3,0,53
"Arlington Road, Camden Town","British Museum, Bloomsbury","Arlington Road, Camden Town to British Museum, Bloomsbury",1,5,7,19,8,7,6,0,53
"Sail Street, Vauxhall","Kennington Lane Tesco, Vauxhall","Sail Street, Vauxhall to Kennington Lane Tesco, Vauxhall",1,5,6,14,8,10,8,1,53
"Clerkenwell Green, Clerkenwell","Broadwick Street, Soho","Clerkenwell Green, Clerkenwell to Broadwick Street, Soho",3,5,11,10,10,1,13,0,53
"Shoreditch High Street, Shoreditch","Great Marlborough Street, Soho","Shoreditch High Street, Shoreditch to Great Marlborough Street, Soho",2,7,15,17,3,0,8,1,53
"Leman Street, Aldgate","Fashion Street, Whitechapel","Leman Street, Aldgate to Fashion Street, Whitechapel",3,13,10,8,10,5,4,0,53
"Pancras Road, King's Cross","Pancras Road, King's Cross","Pancras Road, King's Cross to Pancras Road, King's Cross",6,19,13,7,4,4,0,0,53
"York Hall, Bethnal Green","Watney Street, Shadwell","York Hall, Bethnal Green to Watney Street, Shadwell",1,19,7,7,8,2,9,0,53
"Bermondsey Street, Bermondsey","Waterloo Station 3, Waterloo","Bermondsey Street, Bermondsey to Waterloo Station 3, Waterloo",4,8,6,8,8,5,14,0,53
"Newgate Street , St. Paul's","Jewry Street, Aldgate","Newgate Street , St. Paul's to Jewry Street, Aldgate",3,12,7,8,10,9,4,0,53
"Derry Street, Kensington","Speakers' Corner 1, Hyde Park","Derry Street, Kensington to Speakers' Corner 1, Hyde Park",4,14,6,9,13,2,5,0,53
"Fashion Street, Whitechapel","New Inn Yard, Shoreditch","Fashion Street, Whitechapel to New Inn Yard, Shoreditch",2,11,7,8,13,4,8,0,53
"Royal London Hospital, Whitechapel","Tower Gardens , Tower","Royal London Hospital, Whitechapel to Tower Gardens , Tower",4,19,15,9,3,0,2,1,53
"Sardinia Street, Holborn","Curlew Street, Shad Thames","Sardinia Street, Holborn to Curlew Street, Shad Thames",2,7,4,14,14,4,7,1,53
"Moor Street, Soho","Wormwood Street, Liverpool Street","Moor Street, Soho to Wormwood Street, Liverpool Street",1,15,19,11,1,3,3,0,53
"Tachbrook Street, Victoria","Grosvenor Road, Pimlico","Tachbrook Street, Victoria to Grosvenor Road, Pimlico",2,6,9,13,7,5,11,0,53
"Bury Place, Holborn","Hatton Wall, Holborn","Bury Place, Holborn to Hatton Wall, Holborn",0,12,10,9,10,6,6,0,53
"Brushfield Street, Liverpool Street","Appold Street, Liverpool Street","Brushfield Street, Liverpool Street to Appold Street, Liverpool Street",4,11,9,9,8,5,7,0,53
"Stamford Street, South Bank","Hatton Wall, Holborn","Stamford Street, South Bank to Hatton Wall, Holborn",1,9,3,3,8,11,18,0,53
"Wardour Street, Soho","St. James's Square, St. James's","Wardour Street, Soho to St. James's Square, St. James's",5,21,8,6,9,3,1,0,53
"Craven Street, Strand","Guildhouse Street, Victoria","Craven Street, Strand to Guildhouse Street, Victoria",2,8,14,8,9,1,10,1,53
"Warren Street Station, Euston","Calshot Street , King's Cross","Warren Street Station, Euston to Calshot Street , King's Cross",11,7,9,10,10,3,1,2,53
"King Edward Street, St Pauls","Clerkenwell Green, Clerkenwell","King Edward Street, St Pauls to Clerkenwell Green, Clerkenwell",2,15,3,8,18,5,1,1,53
"Claremont Square, Angel","Calshot Street , King's Cross","Claremont Square, Angel to Calshot Street , King's Cross",0,8,12,6,4,16,7,0,53
"Commercial Street, Shoreditch","Moorfields, Moorgate","Commercial Street, Shoreditch to Moorfields, Moorgate",1,5,5,15,8,10,7,2,53
"Gower Place , Euston","St. John Street, Finsbury","Gower Place , Euston to St. John Street, Finsbury",3,8,9,13,11,3,5,1,53
"Heron Quays DLR, Canary Wharf","Churchill Place, Canary Wharf","Heron Quays DLR, Canary Wharf to Churchill Place, Canary Wharf",3,13,11,12,10,3,1,0,53
"The Green Bridge, Mile End","Graham Street, Angel","The Green Bridge, Mile End to Graham Street, Angel",3,18,9,8,6,3,6,0,53
"Southampton Place, Holborn","Hop Exchange, The Borough","Southampton Place, Holborn to Hop Exchange, The Borough",4,12,11,8,2,5,11,0,53
"Crosswall, Tower","Fishermans Walk West, Canary Wharf","Crosswall, Tower to Fishermans Walk West, Canary Wharf",5,16,11,7,3,7,4,0,53
"William IV Street, Strand","Southampton Street, Strand","William IV Street, Strand to Southampton Street, Strand",2,15,7,4,3,11,9,2,53
"Cheshire Street, Bethnal Green","City Road, Angel","Cheshire Street, Bethnal Green to City Road, Angel",1,9,0,8,14,11,10,0,53
"Antill Road, Mile End","Royal London Hospital, Whitechapel","Antill Road, Mile End to Royal London Hospital, Whitechapel",5,15,6,12,9,3,3,0,53
"LSBU (Borough Road), Elephant & Castle","Ontario Street, Elephant & Castle","LSBU (Borough Road), Elephant & Castle to Ontario Street, Elephant & Castle",2,8,13,13,9,4,4,0,53
"Queen's Gate (Central), South Kensington","Imperial College, Knightsbridge","Queen's Gate (Central), South Kensington to Imperial College, Knightsbridge",3,4,10,10,10,8,8,0,53
"Pitfield Street (North),Hoxton","Clerkenwell Green, Clerkenwell","Pitfield Street (North),Hoxton to Clerkenwell Green, Clerkenwell",3,13,11,10,11,5,0,0,53
"Tavistock Street, Covent Garden","New Globe Walk, Bankside","Tavistock Street, Covent Garden to New Globe Walk, Bankside",8,4,6,16,8,1,10,0,53
"Wellington Street , Strand","Lower Marsh, Waterloo","Wellington Street , Strand to Lower Marsh, Waterloo",2,19,9,11,3,9,0,0,53
"Hatton Wall, Holborn","Golden Lane, Barbican","Hatton Wall, Holborn to Golden Lane, Barbican",3,5,9,6,8,9,12,1,53
"Warren Street Station, Euston","Ampton Street , Clerkenwell","Warren Street Station, Euston to Ampton Street , Clerkenwell",4,13,6,6,8,4,11,1,53
"Old Montague Street, Whitechapel","Old Street Station, St. Luke's","Old Montague Street, Whitechapel to Old Street Station, St. Luke's",4,11,16,3,7,6,6,0,53
"Queensbridge Road, Haggerston","Soho Square , Soho","Queensbridge Road, Haggerston to Soho Square , Soho",1,10,13,1,7,9,11,1,53
"Leonard Circus , Shoreditch","Victoria Embankment, Temple","Leonard Circus , Shoreditch to Victoria Embankment, Temple",5,7,4,9,13,6,8,1,53
"Albert Gate, Hyde Park","Montpelier Street, Knightsbridge","Albert Gate, Hyde Park to Montpelier Street, Knightsbridge",4,15,12,7,3,10,2,0,53
"Castlehaven Road, Camden Town","Wardour Street, Soho","Castlehaven Road, Camden Town to Wardour Street, Soho",6,11,8,7,8,7,6,0,53
"Castlehaven Road, Camden Town","Shoreditch High Street, Shoreditch","Castlehaven Road, Camden Town to Shoreditch High Street, Shoreditch",6,16,10,1,3,7,10,0,53
"Concert Hall Approach 1, South Bank","Vauxhall Cross, Vauxhall","Concert Hall Approach 1, South Bank to Vauxhall Cross, Vauxhall",6,7,17,10,3,2,8,0,53
"Charlotte Street, Fitzrovia","Greenland Road, Camden Town","Charlotte Street, Fitzrovia to Greenland Road, Camden Town",2,15,11,9,7,4,5,0,53
"Salmon Lane, Limehouse","Bow Road Station, Bow","Salmon Lane, Limehouse to Bow Road Station, Bow",2,6,5,5,19,12,2,2,53
"Ontario Street, Elephant & Castle","Cotton Garden Estate, Kennington","Ontario Street, Elephant & Castle to Cotton Garden Estate, Kennington",2,8,9,13,12,7,2,0,53
"Red Lion Street, Holborn","Bank of England Museum, Bank","Red Lion Street, Holborn to Bank of England Museum, Bank",3,15,12,8,4,1,10,0,53
"Taviton Street, Bloomsbury","Liverpool Road (N1 Centre), Angel","Taviton Street, Bloomsbury to Liverpool Road (N1 Centre), Angel",1,11,14,10,9,3,5,0,53
"Brushfield Street, Liverpool Street","Golden Lane, Barbican","Brushfield Street, Liverpool Street to Golden Lane, Barbican",1,14,10,12,9,2,5,0,53
"Craven Street, Strand","Claverton Street, Pimlico","Craven Street, Strand to Claverton Street, Pimlico",6,9,12,8,8,4,6,0,53
"Howick Place, Westminster","Millbank House, Pimlico","Howick Place, Westminster to Millbank House, Pimlico",2,12,7,7,10,7,8,0,53
"Shouldham Street, Marylebone","Belgrave Square, Belgravia","Shouldham Street, Marylebone to Belgrave Square, Belgravia",2,4,15,17,7,4,4,0,53
"Waterloo Station 1, Waterloo","Tanner Street, Bermondsey","Waterloo Station 1, Waterloo to Tanner Street, Bermondsey",8,9,15,4,2,3,12,0,53
"Gloucester Terrace, Bayswater","Westbourne Grove, Bayswater","Gloucester Terrace, Bayswater to Westbourne Grove, Bayswater",3,12,12,8,5,9,4,0,53
"Hampton Street, Walworth","Kennington Road  , Vauxhall","Hampton Street, Walworth to Kennington Road  , Vauxhall",2,14,11,6,4,7,8,1,53
"Bolsover Street, Fitzrovia","Harrington Square 2, Camden Town","Bolsover Street, Fitzrovia to Harrington Square 2, Camden Town",4,14,8,16,2,8,1,0,53
"Stonecutter Street, Holborn","Claverton Street, Pimlico","Stonecutter Street, Holborn to Claverton Street, Pimlico",1,16,10,8,3,13,2,0,53
"Bouverie Street, Temple","Nesham Street, Wapping","Bouverie Street, Temple to Nesham Street, Wapping",2,10,19,17,4,0,1,0,53
"William IV Street, Strand","Queen Mother Sports Centre, Victoria","William IV Street, Strand to Queen Mother Sports Centre, Victoria",6,13,6,14,9,3,2,0,53
"Tavistock Street, Covent Garden","Broadwick Street, Soho","Tavistock Street, Covent Garden to Broadwick Street, Soho",4,16,12,5,2,6,7,1,53
"George Street, Marylebone","Soho Square , Soho","George Street, Marylebone to Soho Square , Soho",1,9,10,14,7,7,5,0,53
"Malet Street, Bloomsbury","Bury Place, Holborn","Malet Street, Bloomsbury to Bury Place, Holborn",3,8,11,14,6,6,4,1,53
"Craven Street, Strand","Kensington Church Street, Kensington","Craven Street, Strand to Kensington Church Street, Kensington",2,12,6,7,14,9,3,0,53
"Albert Embankment, Vauxhall","Moor Street, Soho","Albert Embankment, Vauxhall to Moor Street, Soho",9,13,6,9,10,4,2,0,53
"Old Street Station, St. Luke's","Greenland Road, Camden Town","Old Street Station, St. Luke's to Greenland Road, Camden Town",2,13,9,15,8,3,3,0,53
"St. Mary and St. Michael Church, Stepney","Burdett Road, Mile End","St. Mary and St. Michael Church, Stepney to Burdett Road, Mile End",2,14,10,4,8,7,7,1,53
"Millbank House, Pimlico","Waterloo Station 1, Waterloo","Millbank House, Pimlico to Waterloo Station 1, Waterloo",3,15,9,16,5,0,5,0,53
"Taviton Street, Bloomsbury","Frith Street, Soho","Taviton Street, Bloomsbury to Frith Street, Soho",0,11,2,14,11,7,6,2,53
"Goswell Road (City Uni), Finsbury","Newgate Street , St. Paul's","Goswell Road (City Uni), Finsbury to Newgate Street , St. Paul's",5,11,3,8,10,7,8,1,53
"Marylebone Lane, Marylebone","Cartwright Gardens , Bloomsbury","Marylebone Lane, Marylebone to Cartwright Gardens , Bloomsbury",1,8,14,16,4,7,3,0,53
"Snow Hill, Farringdon","Chadwell Street, Angel","Snow Hill, Farringdon to Chadwell Street, Angel",2,14,7,9,11,4,6,0,53
"Kensington Church Street, Kensington","Ladbroke Grove Central, Notting Hill","Kensington Church Street, Kensington to Ladbroke Grove Central, Notting Hill",8,12,10,13,5,2,3,0,53
"Broadcasting House, Marylebone","Hampstead Road, Euston","Broadcasting House, Marylebone to Hampstead Road, Euston",3,13,5,5,5,14,7,1,53
"Queen's Gate (North), Kensington","Gloucester Road (Central), South Kensington","Queen's Gate (North), Kensington to Gloucester Road (Central), South Kensington",5,14,6,7,4,8,7,2,53
"Hop Exchange, The Borough","Little Argyll Street, West End","Hop Exchange, The Borough to Little Argyll Street, West End",4,7,12,16,5,4,5,0,53
"Grosvenor Square, Mayfair","Millennium Hotel, Mayfair","Grosvenor Square, Mayfair to Millennium Hotel, Mayfair",3,15,17,3,5,5,5,0,53
"New Globe Walk, Bankside","Bricklayers Arms, Borough","New Globe Walk, Bankside to Bricklayers Arms, Borough",3,14,16,4,2,7,7,0,53
"Warwick Road, Olympia","West Cromwell Road, Earl's Court","Warwick Road, Olympia to West Cromwell Road, Earl's Court",5,9,11,5,9,8,4,2,53
"Natural History Museum, South Kensington","Kensington Church Street, Kensington","Natural History Museum, South Kensington to Kensington Church Street, Kensington",3,16,11,8,4,6,5,0,53
"Greycoat Street , Westminster","Guildhouse Street, Victoria","Greycoat Street , Westminster to Guildhouse Street, Victoria",1,17,17,3,9,1,5,0,53
"William IV Street, Strand","Tysoe Street, Clerkenwell","William IV Street, Strand to Tysoe Street, Clerkenwell",2,15,16,8,2,6,4,0,53
"Devonshire Square, Liverpool Street","Rodney Road , Walworth","Devonshire Square, Liverpool Street to Rodney Road , Walworth",2,6,8,16,12,9,0,0,53
"Fashion Street, Whitechapel","Crosswall, Tower","Fashion Street, Whitechapel to Crosswall, Tower",3,5,20,6,5,3,10,1,53
"Museum of London, Barbican","Braham Street, Aldgate","Museum of London, Barbican to Braham Street, Aldgate",4,12,11,6,10,6,4,0,53
"Walmer Road, Notting Hill","Kensington Town Hall, Kensington","Walmer Road, Notting Hill to Kensington Town Hall, Kensington",1,15,16,6,10,1,3,1,53
